Organization/Person Name,Description,Organization/Person Name URL,Specific VC Binary
Chon Tang,Chon Tang is the Founding Partner and Advisor of Berkeley SkyDeck Fund. He is also the Founder/Chairman at Catchpod / Kaiqiaole Document Man...,https://www.crunchbase.com/person/chon-tang,
Chameleon,Chameleon is a manufacturing company with a wide range of car refinishing products.,https://www.crunchbase.com/organization/chameleon-dd07,
Weinreich Co.,A family-owned value investment firm focussed on alternatives.,https://www.crunchbase.com/organization/weinreich-co,
NCPA Capital,NCPA Capital is a private capital investment firm.,https://www.crunchbase.com/organization/ncpa-capital,
Eutopia Foundation,Eutopia Foundation give grants to projects we believe will help make the world a better place.,https://www.crunchbase.com/organization/eutopia-foundation,
Interactive Digital Systems,Interactive Digital Systems specializes in software integration and development services.,https://www.crunchbase.com/organization/interactive-digital-systems,
Seod Ventures,Seod Ventures is a venture capital firm.,https://www.crunchbase.com/organization/seod-ventures,
Reederei F. Laeisz,"Reederei F. Laeisz provides shipping, trade, and insurance services.",https://www.crunchbase.com/organization/reederei-f-laeisz,
Antonio Carriero,Antonio Carriero is the Chief Digital and Technology Officer at Breitling. He attended IMD and HEC Lausanne - The Faculty of Business and Ec...,https://www.crunchbase.com/person/antonio-carriero,
Igsas,Igsas invests in the future of agriculture with its soil analysis project.,https://www.crunchbase.com/organization/igsas,
Gil Goren,"Gil joined 83North in 2016. He currently focuses on Enterprise IT infrastructure, cloud technologies, virtualization, security, storage and ...",https://www.crunchbase.com/person/gil-goren,
Lukas Zörner,Founder,https://www.crunchbase.com/person/lukas-zörner,
Omega Algae,Omega Algae is a producer of specific Algae to supply omega 3 rich oil and proteins.,https://www.crunchbase.com/organization/omega-algae,
Eric Landau,Eric Landau is a Co-founder of Cord.,https://www.crunchbase.com/person/eric-landau,
Kieran Hill,"Kieran joined Ascension in 2013 and is part of the investment team analysing new business opportunities, managing the companies communicatio...",https://www.crunchbase.com/person/kieran-hill,
Aruma Ventures,Aruma Ventures is aware of the difficulties that nascent businesses encounter during their imitial stage.,https://www.crunchbase.com/organization/aruma-ventures,
Younicorns,Younicorns is an IT company that accompanies and carries out innovation projects; from ideation to signing first clients.,https://www.crunchbase.com/organization/younicorns,
Arché Gruppe,Arché Gruppe invests in bleeding edge technologies,https://www.crunchbase.com/organization/arché-gruppe,
GRAEF,GRAEF is an interior design company that focuses on office design and furnishings.,https://www.crunchbase.com/organization/graef-a75c,
Timmu Tõke,He is a Founder of Wolfprint 3D. He completed his education at TalTech – Tallinn University of Technology.,https://www.crunchbase.com/person/timmu-tõke,
Greg Jackson,Greg Jackson is the Founder and CEO at Octopus Energy.,https://www.crunchbase.com/person/greg-jackson,
Christian Wiens,"As the founder and CEO of Getsafe, Christian wants to challenge one of the largest industries in the world by building one of the world’s up...",https://www.crunchbase.com/person/christian-wiens,
Adetayo Bamiduro,Adetayo Bamiduro is the Co-Founder and CEO of MAX. He previously worked at Techstars as a Techstars Program (NYC Fall 2015 Class). Adetayo B...,https://www.crunchbase.com/person/adetayo-bamiduro,
CECOP,"CECOP providing strategic solutions in operational management, development, training and transformation of opticians.",https://www.crunchbase.com/organization/cecop-1963,
Ciléad,"Ciléad is a corporation that provides assistance in the fields of property administration, rental advice, and real estate transactions.",https://www.crunchbase.com/organization/ciléad,
Bar Tiger Wolf,Bar Tiger Wolf engages in corporate storytelling.,https://www.crunchbase.com/organization/bar-tiger-wolf,
Charles Beigbeder,Charles Beigbeder is the Founding Partner of Quantonation. He previously worked at AgroGeneration as a Co-Founder. Charles Beigbeder attende...,https://www.crunchbase.com/person/charles-beigbeder,
NPA,NPA is a not-for-profit organization that specializes in community pharmacy.,https://www.crunchbase.com/organization/npa,
Assartorps Säteri,"Assartorps Säteri is a conglomerate of operating farms, food and drinks, party and wedding.",https://www.crunchbase.com/organization/assartorps-säteri,
Auerbach Schifffahrt,Auerbach Schifffahrt is an international commercial and merchant shipping company focused on freight and cargo.,https://www.crunchbase.com/organization/auerbach-schifffahrt,
Arun Ramachandran,Arun is a seasoned tech entrepreneur and speaker in technology and crypto topics. Arun is based in Dubai. Arun also contributes to various p...,https://www.crunchbase.com/person/arun-ramachandran,
Martell Hardenberg,Martell Hardenberg is the Global Partner at Antler. He attended INSEAD.,https://www.crunchbase.com/person/martell-hardenberg,
B5tec,B5tec supplies energy storage technology to address the renewable energy supply-demand gap.,https://www.crunchbase.com/organization/b5tec,
Blackfish,"Blackfish Group operates within several sectors, and acts as an investment vehicle with a focus on Seed level startups",https://www.crunchbase.com/organization/blackfish-d46c,
Christine de Wendel,Christine de Wendel is a Co-Founder & CEO US sunday.,https://www.crunchbase.com/person/christine-de-wendel,
Benedikt Ilg,Benedikt Ilg is the CEO and Co-Founder of Flip. He previously worked at SK GmbH as an Intern - Projects and Sales. Benedikt Ilg attended DHB...,https://www.crunchbase.com/person/benedikt-ilg,
Carglass Estonia,Carglass ensures quality in both our glasswork and customer service.,https://www.crunchbase.com/organization/carglass-estonia,
Albuquerque & Associados,Albuquerque & Associados provides legal services.,https://www.crunchbase.com/organization/albuquerque-associados,
Klub 20,Klub 20 is a commercial gym that provides fitness services.,https://www.crunchbase.com/organization/klub-20,
Lugo Transforma,Lugo Transforma aims to stimulate innovation and growth in the city by focusing on the creation of skilled and high-quality jobs.,https://www.crunchbase.com/organization/lugo-transforma,
Segard Masurel,Segard Masurel is processes and retails a range of wool products.,https://www.crunchbase.com/organization/segard-masurel,
Aleksander Szalecki,Aleksander Szalecki is the Co-Founder of AP-Tech. He previously worked at Creotech Instruments S.A. as a President and VicePresident Of The ...,https://www.crunchbase.com/person/aleksander-szalecki,
Juergen Mayerhofer,Juergen Mayerhofer is the CEO and Founder of Enspired and attended Stanford University Graduate School of Business in 2018. Previously he wo...,https://www.crunchbase.com/person/juergen-mayerhofer,
Edinburgh Business School,Edinburgh Business School is a provider of MBA programme.,https://www.crunchbase.com/organization/edinburgh-business-school,
Voigt Deutschland,Voigt Deutschland is a multi-faceted firm that primarily focuses on offering a complete range of printing services in the B2B segment.,https://www.crunchbase.com/organization/voigt-deutschland,
Ifcic,Ifcic facilitates the funding of the cultural businesses.,https://www.crunchbase.com/organization/ifcic,
Fibonacci Growth Capital,Fibonacci Growth Capital is a venture capital investment firm.,https://www.crunchbase.com/organization/fibonacci-growth-capital,
KVKI Capital,"KVKI Capital is a venture capital company that invests in innovative food, wellness, and beverage companies.",https://www.crunchbase.com/organization/kvki-capital,
Patrick,Ballu.,https://www.crunchbase.com/organization/patrick,
Yippie,Yippie is an energy management firm that specializes in installing solar panels in your home to lower electricity expenses.,https://www.crunchbase.com/organization/yippie-3b7e,
Philipp Kuhn-Régnier,Philipp Kuhn-Régnier is the Founder and Managing Director of Sonia. He previously worked at zahneins as a Deputy CEO and Chief Growth Office...,https://www.crunchbase.com/person/philipp-kuhn-régnier,
William Hermans,William Hermans is an individual investor.,https://www.crunchbase.com/person/william-hermans-e9e8,
Effectix,Effectix.com is a performance agency that delivers efficient and fresh value-added solutions to clients at any time.,https://www.crunchbase.com/organization/effectix,
Richard Valtr,Richard Valtr is the Founder of Mews.,https://www.crunchbase.com/person/richard-valtr,
Walter & Johanna,Walter & Johanna is an investment firm.,https://www.crunchbase.com/organization/walter-johanna,
Julien Stern,Julien Stern is the CEO at Universign.,https://www.crunchbase.com/person/julien-stern,
Jean-Paul Kress,Jean-Paul Kress is the Chief Executive Officer and Chairman of the Board of Vor Biopharma and independent director at Sanofi. Previously he ...,https://www.crunchbase.com/person/jean-paul-kress-3e46,
Uri Alter,"Co-Founder, President",https://www.crunchbase.com/person/uri-alter,
Iz Investment Holding,Iz Investment Holding is a public held investment holding company,https://www.crunchbase.com/organization/iz-hayvancilik-tarim,
Wayne Borg,"Wayne Borg is an accomplished international executive with over 25 years of leadership experience in the media, gaming, entertainment, and c...",https://www.crunchbase.com/person/wayne-borg,
İhlas GSYO,İhlas GSYO is a Venture capital firm.,https://www.crunchbase.com/organization/i-hlas-gsyo,
Cosmic Cat Group,Company Builder & Boutique Advisory for New Mobility,https://www.crunchbase.com/organization/cosmic-cat-group,
Raphael Auphan,Raphael Auphan is CEO of Qwant Raphael Auphan is . Raphael was previously COO/President and Co-Founder of VC-backed Cosmian and the CEO of S...,https://www.crunchbase.com/person/raphael-auphan,
Feroz Dewan,Feroz Dewan is the chief executive officer at Arena Holdings.,https://www.crunchbase.com/person/feroz-dewan,
Abel Mathew,Abel Mathew is the CTO of Sauce Labs. He attended the University of Texas at Austin.,https://www.crunchbase.com/person/abel-mathew,
Ivan Ladan,Ivan Ladan is the Founder and CEO at Marine Digital.,https://www.crunchbase.com/person/ivan-ladan,
GALYO,GALYO is a real estate company that provides management of condominiums and rental management services.,https://www.crunchbase.com/organization/galyo,
Bogen & Partner Wealth Managers,Bogen & Partner Wealth Managers is a privately held consulting firm.,https://www.crunchbase.com/organization/bogen-partner-wealth-managers,
Petr Jahn,Petr Jahn is an individual investor.,https://www.crunchbase.com/person/petr-jahn-7d8d,
Kingbridge,"Kingbridge, a Singapore-based family office.",https://www.crunchbase.com/organization/kingbridge,
NOVEA Immobilier,"NOVEA Immobilier is a real estate agency for purchase , sale, management and rental of home.",https://www.crunchbase.com/organization/novea-immobilier,
Agranovsky IT,Agranovsky IT is an investment company that primarily invests in technology and Internet companies at the seed and pre-seed stages.,https://www.crunchbase.com/organization/agranovsky-it,
Ismail Oygur,Ismail Oygur is the Co-founder and Managing Partner of NewGen. He previously worked at Punch İstanbul as a Founding Partner. Ismail Oygur at...,https://www.crunchbase.com/person/ismail-oygur,
David Trainavicius,"David Trainavicius, CEO at PVcase.",https://www.crunchbase.com/person/david-trainavicius,
Katrin Suder,"Katrin Suder is the Chair of the Supervisory Board of DHL. She previously worked at McKinsey & Company as a Senior Partner. Born in 1971, Dr...",https://www.crunchbase.com/person/katrin-suder,
Republica,Republica is an individual firm.,https://www.crunchbase.com/organization/republica-5f87,
