Organization/Person Name,Description,Organization/Person Name URL,Industry-Specific VC Binary,pred_label
Rocketship.vc,Rocketship.vc is an early-stage venture fund investing in companies through data science.,https://www.crunchbase.com/organization/rocketship-vc,,1
SEB Venture Capital,SEB Venture Capital is a Fintech investor that helps entrepreneurs and innovators launch and grow profitable businesses.,https://www.crunchbase.com/organization/seb-venture-capital,,0
New York Venture Partners,New York Venture Partners is a seed stage venture capital firm dedicated to the entrepreneur.,https://www.crunchbase.com/organization/new-york-venture-partners,,0
Science,Science partners with founders to develop and fund disruptive tech-based companies.,https://www.crunchbase.com/organization/science,,0
Infinite Capital,"Infinite Capital invests in generational innovation, with a focus on decentralized networks and deep tech.",https://www.crunchbase.com/organization/infinite-capital-b86b,,1
Lundbeckfonden Ventures,Lundbeckfonden Ventures is an evergreen life science venture fund established in the autumn of 2009 and wholly owned by Lundbeck Foundation,https://www.crunchbase.com/organization/lundbeckfond-ventures,,1
Green Visor Capital,"Green Visor Capital invests in, and works with, passionate entrepreneurs that use innovative technology to solve substantive issues.",https://www.crunchbase.com/organization/green-visor-capital,,0
Luminar Ventures,Luminar Ventures is a Nordic venture capital fund that prefers to make early-stage investments in technology companies.,https://www.crunchbase.com/organization/luminar-ventures,,0
iGlobe Partners,iGlobe Partners is a leading Asia-Pacific cross-border Venture Capital firm with deep expertise in tech and bio.,https://www.crunchbase.com/organization/iglobe-partners,,0
Syngenta Ventures,Syngenta is an agriculture company helping to improve global food security by enabling farmers to make better use of available resources.,https://www.crunchbase.com/organization/syngenta-ventures,,1
Skyfall Ventures,Skyfall Ventures is a venture capital fund that invests in Nordic seed-stage companies.,https://www.crunchbase.com/organization/skyfall-ventures,,0
Borean Innovation,Borean Innovation is one of four innovation incubators in Denmark.,https://www.crunchbase.com/organization/boreaninnovation,,0
Muse Capital,Muse Capital is a seed stage fund that focuses on investing in entrepreneurs who are disrupting the consumer space.,https://www.crunchbase.com/organization/muse-capital,,1
SeedFolio,SeedFolio is a seed-stage venture capital firm investing in early-stage companies with impact in life sciences and resource efficiency.,https://www.crunchbase.com/organization/seedfolio,,1
SNÖ Ventures,SNÖ is a Nordic-focused VC firm providing global access and local support for the region's most daring tech pioneers.,https://www.crunchbase.com/organization/snÖ-ventures,,0
People Ventures,We invest ourselves and money in early-stage companies,https://www.crunchbase.com/organization/inqvation,,0
Karolinska,Karolinska Development is an investment firm focused on identifying medical innovation and supporting the creation and growth of companies.,https://www.crunchbase.com/organization/karolinska,,1
VF Venture,VF Venture is the direct investment vehicle of Vaekstfonden to invest equity in Danish innovative enterprises.,https://www.crunchbase.com/organization/vf-venture,,0
Northcap,"Northcap is a venture capital company that provides seed, early, and growth stage funds and support for ICT companies.",https://www.crunchbase.com/organization/northcap,,0
Nordic Foodtech VC,Nordic Foodtech VC is investing in deep foodtech across Nordics and Baltics.,https://www.crunchbase.com/organization/nordic-foodtech-vc,,1
BackingMinds,"€50m Nordic pre-seed/seed fund, backing great underinvested entrepreneurs (€500K-€3m tickets)",https://www.crunchbase.com/organization/backingminds,,0
CAPNOVA,A unique Danish investment and development company.,https://www.crunchbase.com/organization/capnova-dk,,0
Scale Capital,Scale Capital is a Danish venture fund investing €1-4M in Nordic B2B tech startups at Seed/Series A and helping them win in the US.,https://www.crunchbase.com/organization/scale-capital,,0
Bose Ventures,Bose Ventures is a investment firm.,https://www.crunchbase.com/organization/bose-ventures,,0
Prehype,"Prehype is a venture development firm, co creating startups with the world's finest corporations and entrepreneurs.",https://www.crunchbase.com/organization/prehype,,0
Zenith Venture Capital,Zenith Venture Capital invests in early stage tech companies in the Nordics,https://www.crunchbase.com/organization/zenith-group,,0
Conduit Ventures,Conduit Ventures is an independent fund manager that invests capital in high growth companies worldwide.,https://www.crunchbase.com/organization/conduit-ventures,,0
Fairpoint Capital,Fairpoint Capital is a Nordic B2B technology Venture Capital investor focusing on unique technologies and/or business models.,https://www.crunchbase.com/organization/fairpoint-capital,,0
JTB Corp.,One the most biggest company in Japan dealing with tourism.,https://www.crunchbase.com/organization/jtb-corp-,,0
Yara Growth Ventures,Yara Growth Ventures is the venture investing division of Yara International ASA.,https://www.crunchbase.com/organization/yara-growth-ventures,,0
Good Ventures,Good Ventures is a philanthropic foundation whose mission is to help humanity thrive.,https://www.crunchbase.com/organization/good-ventures,,1
Saltagen Ventures,Saltagen Ventures is an early-stage venture capital firm that invests in science and technology-based startups.,https://www.crunchbase.com/organization/saltagen-ventures,,0
Nordic Alpha Partners,Nordic Alpha Partners is a growth fund that invests in hard-tech companies with potential to drive global market transformations.,https://www.crunchbase.com/organization/nordic-alpha-partners,,0
The Aventures,We are a DeepTech fund investing in pre-seed/seed stage companies. We possess heavy tech oriented backgrounds and provide knowledge capital.,https://www.crunchbase.com/organization/the-aventures,,0
Blazar Capital,Blazar Capital is building new companies with the aspiration to become the next global online leaders.,https://www.crunchbase.com/organization/blazar-capital,,0
EIR Ventures,EIR Ventures is a new Life Science Venture Group in the Nordics.,https://www.crunchbase.com/organization/eir-ventures,,0
The Footprint Firm,The Footprint Firm is an advisory and investment company with a sole focus on sustainability.,https://www.crunchbase.com/organization/the-footprint-firm,,1
DigitalDx Ventures,DigitalDx Ventures is a  Venture firm.,https://www.crunchbase.com/organization/digitaldx-ventures,,0
Promentum Equity Partners,A Danish VC firm with excellence in the technology space that works side by side with founders to grow the business,https://www.crunchbase.com/organization/promentum-equity-partners,,0
Circles & Squares,Circles & Squares is an angel investor group.,https://www.crunchbase.com/organization/circles-squares,,0
Ugly Duckling Ventures,"Ugly Duckling Ventures make capital, know-how, and real-world application available to Nordic ventures at the seed & pre-seed stage.",https://www.crunchbase.com/organization/ugly-duckling-ventures,,0
CBC Investment Group,CBC Investment Group is a venture capital investment firm that invests in early-stage technology and med-tech companies.,https://www.crunchbase.com/organization/cbc-investment-group,,0
Pool Global Partners,New emerging manager for deep technology and digital health,https://www.crunchbase.com/organization/pool-global-partners,,0
2xN,2xN operates as a venture capital firm.,https://www.crunchbase.com/organization/2xn,,0
Morph Capital,"Morph Capital is an early stage, founder focused, venture capital company",https://www.crunchbase.com/organization/morph-capital,,0
Newtree Impact,Newtree Impact invest in disruptive and encouraging Agri-Food tech and Food Loss companies.,https://www.crunchbase.com/organization/newtree-impact,,1
Nupark Accelerace,Nupark Accelerace finances entrepreneurial businesses and is a Denmark-based investment company.,https://www.crunchbase.com/organization/nupark-accelerace,,0
node.vc,node.vc is an early-stage venture capital fund investing in groundbreaking technology start-ups.,https://www.crunchbase.com/organization/node-vc,,0
Nebular,Nebular Venture Capital is an early-stage venture capital firm.,https://www.crunchbase.com/organization/nebular-venture-capital,,0
Vinci,Vinci manages venture capital funds.,https://www.crunchbase.com/organization/vinci-a0a8,,0
Science Ventures,"Science Ventures is developing new high tech start-ups in close collaboration with researchers, industry and investors.",https://www.crunchbase.com/organization/science-ventures-denmark-a-s,,0
Investo Capital,Investo Capital invests in early-growth tech companies in Denmark.,https://www.crunchbase.com/organization/investo-capital,,0
Mist Ventures,Mist Ventures is a scalable technology-based companies investment platform.,https://www.crunchbase.com/organization/mist-ventures,,0
Vecata,Vecata Invest A/S is an investment company managing the Bagger-Sorensen Group's investments in the venture segment.,https://www.crunchbase.com/organization/vecata,,0
Ampli Ventures,Ampli Ventures is a venture capital investment company focused on backing early stage software-as-a-service (SaaS) companies.,https://www.crunchbase.com/organization/ampli-ventures,,0
NOON Ventures,Investing in a new generation of companies that drive sustainable progress,https://www.crunchbase.com/organization/noon-ventures,,1
DICO,Focusing on ICT ventures with a strong growth potential,https://www.crunchbase.com/organization/dico,,0
LoveMondays,LoveMondays - A Venture Capital Fund backed by Lehrmann Family,https://www.crunchbase.com/organization/lehrmann-ventures,,0
Bjarke Ingels Group,"BIG is a group of architects and designers operating within architecture, product, landscape design, engineering, and planning.",https://www.crunchbase.com/organization/bjarke-ingels-group,,0
Software Founders,Software Founders focuses on sustainable large-scale hyper growth software as a service companies.,https://www.crunchbase.com/organization/softwarefounders,,0
