Organization Name,Organization Name URL,Description,B2B Binary
PortalOne,https://www.crunchbase.com/organization/portalone-inc,"Videogames pioneer creating 'hybrid games', bringing the best of games and TV together into a unique interactive entertainment experience.",0
Findable,https://www.crunchbase.com/organization/findable-7d84,Findable is a SaaS platform that automates document workflows by utilising AI/ML.,1
Factiverse,https://www.crunchbase.com/organization/factiverse,We enable companies to establish credibility in a world of uncertainty and mistrust.,1
Celsia,https://www.crunchbase.com/organization/celsia-4949,The simplest way to your EU Taxonomy score. Assess your operations and get & improve your score.,1
Intelecy,https://www.crunchbase.com/organization/intelecy,Intelecy is a fast-growing Norwegian technology company.,1
Ignite,https://www.crunchbase.com/organization/ignite-procurement,"Give you a complete picture of your suppliers and spend to help you reduce costs, emissions, and risks.",1
Shoreline,https://www.crunchbase.com/organization/shoreline,The Wind SaaS Simulation and Workflow Management Platform,1
Tise,https://www.crunchbase.com/organization/tise,Taking second hand back in style,0
Sloyd,https://www.crunchbase.com/organization/sloyd,Sloyd is enabling creators to make 3D assets really fast and really easy.,1
NoMy,https://www.crunchbase.com/organization/nomy-859d,NoMy researches and develops material and food solutions using mycelium.,1
7Analytics,https://www.crunchbase.com/organization/7analytics,7Analytics is building a unique data platform for sustainable planning of the future.,1
Curipod,https://www.crunchbase.com/organization/curipod,"Curipod is an interactive presentation software for education, meetings, and workshops.",1
Atlas.co,https://www.crunchbase.com/organization/atlas-co,Your all-in-one map builder,1
Hystar,https://www.crunchbase.com/organization/hystar-706a,Hystar develops polymer electrolyte membrane electrolyzers designed for large-scale green hydrogen production.,1
Momentum,https://www.crunchbase.com/organization/momentum-partners-as,Momentum is a VC fund investing in companies with sustainability at the heart of their business. Focus on seed / late seed stage.,1
Völur,https://www.crunchbase.com/organization/völur,Völur is an AI-based technology company that optimizes the cutting and processing of sustainable meat.,1
wheel.me,https://www.crunchbase.com/organization/wheel-me,wheel.me transforms anything into an autonomous mobile robot with minimal effort and without the need to alter its design or form.,1
Oivi,https://www.crunchbase.com/organization/oivi,Oivi is a healthtech company that offers smart and automated eye screening services.,1
Semine,https://www.crunchbase.com/organization/bilagos,Semine is an hyper automation platform (B2B Saas) delivering a complete data driven Accounts Payable Intelligence Platform,1
Exabel,https://www.crunchbase.com/organization/exabel,Artificial intelligence for human investors,1
Vind AI,https://www.crunchbase.com/organization/vind-ai,Vind AI plans and designs wind project software that minimizes wake losses and improves energy production and efficiency.,1
Spoor,https://www.crunchbase.com/organization/spoor,Next generation biodiversity monitoring that enables industry and nature to coexist,1
Sensibel,https://www.crunchbase.com/organization/sensibel,Sensibel commercializes ultra-high-sensitivity MEMS microphones based on an optical MEMS technology.,1
Skyfri,https://www.crunchbase.com/organization/skyfri,"Skyfri is a cleantech company that provides solar asset owners with a platform that automates operations, maintenance, and asset management.",1
Installer,https://www.crunchbase.com/organization/installer,Installer operates as a renewable tech installation company.,1
Memory,https://www.crunchbase.com/organization/memory-ai,Memory is a Norwegian startup that builds tools for the future of work.,1
Sensorita,https://www.crunchbase.com/organization/sensorita,"Sensorita creates digital twins of waste containers and helps waste companies cut time, costs and emissions.",1
Telescope,https://www.crunchbase.com/organization/telescope-367a,Telescope is a useful instrument for real estate sustainability risk management.,1
Hemispherian,https://www.crunchbase.com/organization/hemispherian,Hemispherian is a biotechnology firm that formulates new treatments for all kinds of cancer.,1
Documaster,https://www.crunchbase.com/organization/documaster,"Documentation made simple. Documaster makes it easy to tag, store and find documentation",1
Energi.ai,https://www.crunchbase.com/organization/energi-ai-as,Energi.ai is the next generation intelligent platform to enable AI climate solutions for businesses to act quickly in the race for zero.,1
SurplusMap,https://www.crunchbase.com/organization/surplusmap,SurplusMap is a geo-intelligence SaaS and analytics platform focused on EV charging infrastructure optimization and growth.,1
AirDodge AS,https://www.crunchbase.com/organization/airdodge,"AirDodge provides U-Space and UTM services for drones ensuring safety, compliance, and minimization of carbon emissions.",1
Over Easy Solar,https://www.crunchbase.com/organization/over-easy-solar,Breakthrough vertical solar energy units´for flat and green roofs,1
Disruptive Technologies,https://www.crunchbase.com/organization/disruptive-technologies-2,Disruptive Technologies is a measurement and data delivery company.,1
OTee,https://www.crunchbase.com/organization/otee,OTee specializes in the development of industrial automation software.,1
Nomono,https://www.crunchbase.com/organization/nomono-as,Podcasting Simplified,0
ScoutDI,https://www.crunchbase.com/organization/scout-drone-inspection,ScoutDI has developed a drone system & SaaS for inspection of confined spaces,1
laiout,https://www.crunchbase.com/organization/laiout,We will forever change the way early stage architectural floor plans are designed; providing better solutions and saving weeks of time.,1
Photoncycle,https://www.crunchbase.com/organization/photoncycle,Renewable Energy Semiconductor Manufacturing,1
Decisions,https://www.crunchbase.com/organization/decisions-as,"Decisions extends Office 365 with a solution to plan, organize and run successful meetings.",1
Timely,https://www.crunchbase.com/organization/timely,Timely is an AI-powered automatic time tracking and planning tool.,1
Appfarm,https://www.crunchbase.com/organization/appfarm,"Software, SaaS, Mobile App, aPaas, PaaS",1
Globus.ai,https://www.crunchbase.com/organization/globus-ai,"Globus is redefining the staffing industry by giving recruiters a SaaS platform, with AI technology, to place more candidates, faster.",1
Cardboard,https://www.crunchbase.com/organization/cardboard-76d7,Cardboard's strive is to make SaaS subscription management smarter and more efficient for enterprises.,1
Ocean Oasis,https://www.crunchbase.com/organization/ocean-oasis,Ocean Oasis is a water company that develops a new and sustainable way of producing fresh water using wave power.,1
Aviant,https://www.crunchbase.com/organization/aviant-c31c,End-to-end drone service for transport of cargo,1
Scrimba,https://www.crunchbase.com/organization/scrimba,Scrimba teaches students coding through interactive videos that are pre-recorded.,0
Intoto,https://www.crunchbase.com/organization/intoto-74fc,"Water data startup using AI, IoT, and big data to improve understanding and management of water in a sustainable way",1
Receipts,https://www.crunchbase.com/organization/receipts-e1ef,Receipts is the first token-free card recognition service in the world.,1
Defigo,https://www.crunchbase.com/organization/defigo,"Defigo is a modern and user-friendly access control system that makes commercial and residential properties simpler, safer and smarter.",1
Augere Medical,https://www.crunchbase.com/organization/augere-medical,"Digital Health, AI, Video Analysis, Medical Device, SaaS, Computer Vision,",1
RPA Supervisor,https://www.crunchbase.com/organization/rpa-supervisor,RPA Supervisor accelerate digital transformation by reducing cost and increasing insight and control of your business processes.,1
Fuse,https://www.crunchbase.com/organization/fuse-2,"Fuse makes apps development faster, easier and more fun for both designers and developers.",1
Plaace,https://www.crunchbase.com/organization/plaace,"Plaace helps retail property owners, tenants, and brokers to define strategies, match candidates, and collaborate through data analytics.",1
AiBA,https://www.crunchbase.com/organization/aiba,"AiBA is an AI-powered moderator tool that identifies and detects real-time detection of fake profiles, grooming, and toxicity.",1
GlucoSet,https://www.crunchbase.com/organization/glucoset,GlucoSet is medical device company that is developing sensor technology for improved glucose control in intensive care units.,1
Zeabuz,https://www.crunchbase.com/organization/zeabuz,Zeabuz offers maritime autonomy software and solutions (SaaS),1
Labrador CMS,https://www.crunchbase.com/organization/labrador-cms,Labrador CMS offers a content management system solution and SaaS services to publishers.,1
Bookis,https://www.crunchbase.com/organization/bookis,Building the Next-Generation Online Bookstore hand-in-hand with Readers and Authors,0
